Transaction ID	Date	Product SKU	Product_Name	Category	Sub_Category	Brand	MSRP	Store ID	Store_Name	Store_City	Store_Region	Customer_ID	Customer Name	Unit_Price	Quantity_Sold	Discount_Amount	Tax_Amount	Total_Sales_Amount	Payment_Method
T-30886	2025-06-15	SKU-510	HP Headphones	Audio	Headphones	HP	452.08	ST-102	Lakeside Electronics	Chicago	Midwest	C-1886	Patricia Brown	452.16	3	135.65	94.95	1315.78	PayPal
T-30887	2025-06-15	SKU-520	Apple Galaxy	Mobile	Galaxy	Apple	814.62	ST-101	Downtown Tech	Boston	North	C-1887	Elizabeth Johnson	860.63	3	258.19	180.73	2504.43	Credit Card
T-30888	2025-06-15	SKU-519	HP Pro	Laptops	Pro	HP	1127.02	ST-101	Downtown Tech	Boston	North	C-1888	Patricia Jones	1102.32	3	330.7	231.49	3207.75	PayPal
T-30889	2025-06-15	SKU-518	Dell XPS	Laptops	XPS	Dell	558.66	ST-102	Lakeside Electronics	Chicago	Midwest	C-1889	Michael Smith	567.91	3	170.37	119.26	1652.62	Credit Card
T-30890	2025-06-15	SKU-508	Apple Galaxy	Mobile	Galaxy	Apple	480.97	ST-101	Downtown Tech	Boston	North	C-1890	Robert Brown	521.77	1	52.18	36.52	506.11	Apple Pay
T-30891	2025-06-15	SKU-511	Apple Headphones	Audio	Headphones	Apple	1964.01	ST-102	Lakeside Electronics	Chicago	Midwest	C-1891	Elizabeth Johnson	2139.44	3	641.83	449.28	6225.77	Credit Card
T-30892	2025-06-15	SKU-516	Apple Air	Laptops	Air	Apple	527.97	ST-102	Lakeside Electronics	Chicago	Midwest	C-1892	Michael Davis	557.7	2	111.54	78.08	1081.94	Credit Card
T-30893	2025-06-15	SKU-519	Apple XPS	Laptops	XPS	Apple	1734.56	ST-101	Downtown Tech	Boston	North	C-1893	David Davis	1695.4	4	678.16	474.71	6578.15	PayPal
T-30894	2025-06-15	SKU-517	HP Buds	Audio	Buds	HP	361.76	ST-102	Lakeside Electronics	Chicago	Midwest	C-1894	Mary Garcia	339.59	4	135.84	95.09	1317.61	PayPal
T-30895	2025-06-15	SKU-500	Samsung XPS	Laptops	XPS	Samsung	531.54	ST-101	Downtown Tech	Boston	North	C-1895	James Brown	486.53	2	97.31	68.11	943.86	PayPal
T-30896	2025-06-15	SKU-511	Dell Air	Laptops	Air	Dell	1244.59	ST-101	Downtown Tech	Boston	North	C-1896	John Williams	1239.29	1	123.93	86.75	1202.11	Credit Card
T-30897	2025-06-15	SKU-515	Apple iPhone	Mobile	iPhone	Apple	1439.98	ST-102	Lakeside Electronics	Chicago	Midwest	C-1897	Patricia Davis	1567.11	5	783.55	548.49	7600.49	PayPal
T-30898	2025-06-15	SKU-517	Sony Galaxy	Mobile	Galaxy	Sony	1056.55	ST-101	Downtown Tech	Boston	North	C-1898	Jennifer Miller	1010.02	2	202.0	141.4	1959.44	PayPal
T-30899	2025-06-15	SKU-503	Dell Headphones	Audio	Headphones	Dell	807.54	ST-101	Downtown Tech	Boston	North	C-1899	James Brown	831.75	4	332.7	232.89	3227.19	Credit Card
T-30899	"June 12, 2025"	SKU-508	HP Air	Laptops	Air	HP	1217.66	ST-102	Lakeside Electronics	Chicago	Midwest	C-1900	Mary Smith	1304.01	4	521.6	365.12	5059.56	Credit Card
T-30901	2025-06-15	SKU-501	HP Galaxy	Mobile	Galaxy	HP	526.45	ST-102	Lakeside Electronics	Chicago	Midwest	C-1901	Robert Miller	543.34	1	54.33	38.03	527.04	Debit Card
T-30902	2025-06-15	SKU-508	Apple Buds	Audio	Buds	Apple	1639.46	ST-101	Downtown Tech	Boston	North	C-1902	James Garcia	1759.38	1	175.94	123.16	1706.6	Apple Pay
T-30903	2025-06-15	SKU-517	Bose Buds	Audio	Buds	Bose	980.65	ST-102	Lakeside Electronics	Chicago	Midwest	C-1903	Robert Miller	1028.83	2	205.77	144.04	1995.93	Credit Card
T-30904	2025-06-15	SKU-502	Dell Buds	Audio	Buds	Dell	1997.73	ST-102	Lakeside Electronics	Chicago	Midwest	C-1904	Jennifer Miller	2043.9	3	613.17	429.22	5947.75	Debit Card
T-30905	2025-06-15	SKU-503	Bose Headphones	Audio	Headphones	Bose	683.1	ST-102	Lakeside Electronics	Chicago	Midwest	C-1905	John Williams	678.01	4	271.2	189.84	2630.68	Apple Pay
T-30906	2025-06-15	SKU-520	Apple Galaxy	Mobile	Galaxy	Apple	1704.22	ST-101	Downtown Tech	Boston	North	C-1906	Michael Smith	1628.02	5	814.01	569.81	7895.9	Debit Card
T-30907	2025-06-15	SKU-508	Apple iPhone	Mobile	iPhone	Apple	1555.36	ST-102	Lakeside Electronics	Chicago	Midwest	C-1907	John Davis	1470.57	2	294.11	205.88	2852.91	Credit Card
T-30908	2025-06-15	SKU-501	Samsung XPS	Laptops	XPS	Samsung	450.09	ST-102	Lakeside Electronics	Chicago	Midwest	C-1908	Elizabeth Garcia	454.9	2	90.98	63.69	882.51	Debit Card
T-30909	2025-06-15	SKU-511	Dell XPS	Laptops	XPS	Dell	1126.84	ST-101	Downtown Tech	Boston	North	C-1909	Elizabeth Brown	1038.76	5	519.38	363.57	5037.99	Credit Card
T-30910	2025-06-15	SKU-506	Sony Pro	Laptops	Pro	Sony	719.0	ST-102	Lakeside Electronics	Chicago	Midwest	C-1910	MICHAEL	-99.99	2	-20.0	-14.0	-193.98	Debit Card
T-30911	2025-06-15	SKU-513	Sony Galaxy	Mobile	Galaxy	Sony	1805.05	ST-102	Lakeside Electronics	Chicago	Midwest	C-1911	Linda Jones	1682.42	1	168.24	117.77	1631.95	PayPal
T-30912	2025-06-15	SKU-519	Sony Pro	Laptops	Pro	Sony	501.81	ST-102	Lakeside Electronics	Chicago	Midwest	C-1912	David Garcia	489.65	5	244.83	171.38	2374.8	PayPal
T-30913	2025-06-15	SKU-502	HP Headphones	Audio	Headphones	HP	1921.39	ST-101	Downtown Tech	Boston	North	C-1913	Elizabeth Miller	2054.96	5	1027.48	719.24	9966.56	Apple Pay
T-30914	2025-06-15	SKU-510	Bose Buds	Audio	Buds	Bose	611.45	ST-102	Lakeside Electronics	Chicago	Midwest	C-1914	Patricia Garcia	648.02	3	194.41	136.08	1885.73	Apple Pay
T-30915	2025-06-15	SKU-507	Dell Headphones	Audio	Headphones	Dell	945.51	ST-102	Lakeside Electronics	Chicago	Midwest	C-1915	Jennifer Johnson	956.94	1	95.69	66.99	928.24	Apple Pay
T-30916	2025-06-15	SKU-513	Sony Air	Laptops	Air	Sony	536.55	ST-101	Downtown Tech	Boston	North	C-1916	David Brown	555.23	2	111.05	77.73	1077.14	Debit Card
T-30917	2025-06-15	SKU-503	Dell Galaxy	Mobile	Galaxy	Dell	254.86	ST-102	Lakeside Electronics	Chicago	Midwest	C-1917	David Williams	261.62	2	52.32	36.63	507.55	Apple Pay
T-30918	2025-06-15	SKU-513	Apple Pro	Laptops	Pro	Apple	600.41	ST-102	Lakeside Electronics	Chicago	Midwest	C-1918	Mary Williams	640.5	1	64.05	44.84	621.29	PayPal
T-30919	2025-06-15	SKU-516	Apple XPS	Laptops	XPS	Apple	1845.38	ST-102	Lakeside Electronics	Chicago	Midwest	C-1919	Jennifer Williams	1918.06	2	383.61	268.53	3721.04	Debit Card
T-30920	2025-06-15	SKU-518	Apple Galaxy	Mobile	Galaxy	Apple	1256.64	ST-101	Downtown Tech	Boston	North	C-1920	James Johnson	1369.72	4	547.89	383.52	5314.51	Apple Pay
T-30921	2025-06-15	SKU-515	Bose Galaxy	Mobile	Galaxy	Bose	1430.22	ST-101	Downtown Tech	Boston	North	C-1921	Elizabeth Johnson	1543.38	5	771.69	540.18	7485.39	Debit Card
T-30922	2025-06-15	SKU-512	Bose Buds	Audio	Buds	Bose	708.83	ST-101	Downtown Tech	Boston	North	C-1922	David Jones	670.87	4	268.35	187.84	2602.97	Credit Card
T-30923	2025-06-15	SKU-509	Sony Buds	Audio	Buds	Sony	713.32	ST-102	Lakeside Electronics	Chicago	Midwest	C-1923	Robert Williams	758.11	2	151.62	106.14	1470.74	Debit Card
T-30924	2025-06-15	SKU-503	Sony Buds	Audio	Buds	Sony	759.96	ST-101	Downtown Tech	Boston	North	C-1924	Mary Jones	757.93	2	151.59	106.11	1470.38	Debit Card
T-30925	2025-06-15	SKU-507	Dell Headphones	Audio	Headphones	Dell	1366.22	ST-101	Downtown Tech	Boston	North	C-1925	Mary Brown	1237.07	1	123.71	86.59	1199.95	PayPal
T-30926	2025-06-15	SKU-511	Apple iPhone	Mobile	iPhone	Apple	485.97	ST-102	Lakeside Electronics	Chicago	Midwest	C-1926	Linda Williams	466.04	1	46.6	32.62	452.06	Credit Card
T-30927	2025-06-15	SKU-508	HP Galaxy	Mobile	Galaxy	HP	265.04	ST-101	Downtown Tech	Boston	North	C-1927	John Johnson	281.14	2	56.23	39.36	545.41	Credit Card
T-30928	2025-06-15	SKU-510	Dell XPS	Laptops	XPS	Dell	624.61	ST-101	Downtown Tech	Boston	North	C-1928	Jennifer Smith	574.7	5	287.35	201.15	2787.3	PayPal
T-30929	2025-06-15	SKU-520	Sony Headphones	Audio	Headphones	Sony	1291.84	ST-101	Downtown Tech	Boston	North	C-1929	Robert Miller	1336.63	3	400.99	280.69	3889.59	PayPal
T-30930	2025-06-15	SKU-515	HP XPS	Laptops	XPS	HP	636.94	ST-101	Downtown Tech	Boston	North	C-1930	Mary Brown	628.57	4	251.43	176.0	2438.85	PayPal
T-30931	2025-06-15	SKU-513	Bose Pro	Laptops	Pro	Bose	1407.17	ST-102	Lakeside Electronics	Chicago	Midwest	C-1931	Elizabeth Brown	1402.73	2	280.55	196.38	2721.29	PayPal
T-30932	2025-06-15	SKU-515	Dell Buds	Audio	Buds	Dell	1613.82	ST-102	Lakeside Electronics	Chicago	Midwest	C-1932	Elizabeth Garcia	1547.79	2	309.56	216.69	3002.71	Debit Card
T-30933	2025-06-15	SKU-507	HP Galaxy	Mobile	Galaxy	HP	1358.59	ST-101	Downtown Tech	Boston	North	C-1933	Robert Davis	1402.23	3	420.67	294.47	4080.49	Apple Pay
T-30934	2025-06-15	SKU-515	Bose Air	Laptops	Air	Bose	1242.01	ST-101	Downtown Tech	Boston	North	C-1934	James Jones	1243.87	4	497.55	348.28	4826.21	Debit Card
T-30935	2025-06-15	SKU-513	Dell Buds	Audio	Buds	Dell	843.62	ST-102	Lakeside Electronics	Chicago	Midwest	C-1935	Michael Miller	913.2	3	273.96	191.77	2657.41	PayPal
T-30936	2025-06-15	SKU-509	Dell Headphones	Audio	Headphones	Dell	950.51	ST-101	Downtown Tech	Boston	North	C-1936	Elizabeth Williams	1003.65	1	100.37	70.26	973.54	Debit Card
T-30937	2025-06-15	SKU-500	Samsung Headphones	Audio	Headphones	Samsung	1624.58	ST-101	Downtown Tech	Boston	North	C-1937	Jennifer Garcia	1674.92	5	837.46	586.22	8123.36	Debit Card
T-30938	2025-06-15	SKU-517	Sony Pro	Laptops	Pro	Sony	851.5	ST-101	Downtown Tech	Boston	North	C-1938	John Williams	822.8	2	164.56	115.19	1596.23	PayPal
T-30939	2025-06-15	SKU-516	Apple Pro	Laptops	Pro	Apple	294.79	ST-102	Lakeside Electronics	Chicago	Midwest	C-1939	Linda Smith	282.0	1	28.2	19.74	273.54	PayPal
T-30940	2025-06-15	SKU-512	Apple iPhone	Mobile	iPhone	Apple	1345.02	ST-101	Downtown Tech	Boston	North	C-1940	John Johnson	1230.39	4	492.16	344.51	4773.91	Credit Card
T-30941	2025-06-15	SKU-503	Bose Headphones	Audio	Headphones	Bose	1498.16	ST-102	Lakeside Electronics	Chicago	Midwest	C-1941	Patricia Jones	1475.73	1	147.57	103.3	1431.46	Debit Card
T-30942	2025-06-15	SKU-508	HP Pro	Laptops	Pro	HP	1941.6	ST-102	Lakeside Electronics	Chicago	Midwest	C-1942	Michael Jones	1783.58	4	713.43	499.4	6920.29	Debit Card
T-30943	2025-06-15	SKU-512	HP iPhone	Mobile	iPhone	HP	132.7	ST-102	Lakeside Electronics	Chicago	Midwest	C-1943	Michael Garcia	131.43	5	65.72	46.0	637.43	Apple Pay
T-30944	2025-06-15	SKU-515	Samsung Galaxy	Mobile	Galaxy	Samsung	1169.99	ST-102	Lakeside Electronics	Chicago	Midwest	C-1944	Jennifer Williams	1075.31	2	215.06	150.54	2086.1	Apple Pay
T-30945	2025-06-15	SKU-504	Sony Pro	Laptops	Pro	Sony	866.07	ST-102	Lakeside Electronics	Chicago	Midwest	C-1945	David Brown	912.39	3	273.72	191.6	2655.05	Debit Card
T-30946	2025-06-15	SKU-501	Bose iPhone	Mobile	iPhone	Bose	710.74	ST-102	Lakeside Electronics	Chicago	Midwest	C-1946	James Jones	746.99	4	298.8	209.16	2898.32	Apple Pay
T-30947	2025-06-15	SKU-510	Dell Headphones	Audio	Headphones	Dell	976.61	ST-102	Lakeside Electronics	Chicago	Midwest	C-1947	David Johnson	962.1	1	96.21	67.35	933.24	PayPal
T-30948	2025-06-15	SKU-503	Apple XPS	Laptops	XPS	Apple	415.77	ST-102	Lakeside Electronics	Chicago	Midwest	C-1948	Mary Smith	415.37	5	207.69	145.38	2014.54	PayPal
T-30949	2025-06-15	SKU-512	Bose Buds	Audio	Buds	Bose	117.59	ST-101	Downtown Tech	Boston	North	C-1949	Michael Jones	118.12	5	59.06	41.34	572.88	PayPal
T-30950	2025-06-15	SKU-519	Samsung iPhone	Mobile	iPhone	Samsung	1908.79	ST-102	Lakeside Electronics	Chicago	Midwest	C-1950	David Jones	1894.62	3	568.39	397.87	5513.34	PayPal
T-30951	2025-06-15	SKU-500	Samsung Buds	Audio	Buds	Samsung	703.61	ST-101	Downtown Tech	Boston	North	C-1951	Robert Davis	773.03	1	77.3	54.11	749.84	PayPal
T-30952	2025-06-15	SKU-517	Samsung Headphones	Audio	Headphones	Samsung	971.33	ST-101	Downtown Tech	Boston	North	C-1952	James Davis	887.17	5	443.58	310.51	4302.78	Debit Card
T-30953	2025-06-15	SKU-508	Bose Pro	Laptops	Pro	Bose	639.96	ST-102	Lakeside Electronics	Chicago	Midwest	C-1953	Elizabeth Jones	655.9	4	262.36	183.65	2544.89	PayPal
T-30954	2025-06-15	SKU-503	Apple Headphones	Audio	Headphones	Apple	1488.25	ST-102	Lakeside Electronics	Chicago	Midwest	C-1954	Robert Jones	1377.14	5	688.57	482.0	6679.13	Apple Pay
T-30955	2025-06-15	SKU-519	Dell Buds	Audio	Buds	Dell	1370.14	ST-102	Lakeside Electronics	Chicago	Midwest	C-1955	Patricia Williams	1447.79	2	289.56	202.69	2808.71	PayPal
T-30956	2025-06-15	SKU-500	Samsung Air	Laptops	Air	Samsung	714.34	ST-101	Downtown Tech	Boston	North	C-1956	Robert Davis	737.89	3	221.37	154.96	2147.26	Credit Card
T-30957	2025-06-15	SKU-512	Samsung Buds	Audio	Buds	Samsung	1570.45	ST-102	Lakeside Electronics	Chicago	Midwest	C-1957	Jennifer Jones	1580.09	5	790.05	553.03	7663.43	PayPal
T-30958	2025-06-15	SKU-513	Bose iPhone	Mobile	iPhone	Bose	1164.92	ST-102	Lakeside Electronics	Chicago	Midwest	C-1958	John Johnson	1200.36	2	240.07	168.05	2328.7	Debit Card
T-30959	2025-06-15	SKU-513	HP Buds	Audio	Buds	HP	506.18	ST-101	Downtown Tech	Boston	North	C-1959	Michael Garcia	550.03	1	55.0	38.5	533.53	Apple Pay
T-30960	2025-13-45	SKU-500	Dell Headphones	Audio	Headphones	Dell	1213.76	ST-102	Lakeside Electronics	Chicago	Midwest	C-1960	Mary Garcia	1214.44	1	121.44	85.01	1178.01	Debit Card
T-30961	2025-06-15	SKU-520	Apple Buds	Audio	Buds	Apple	1009.6	ST-101	Downtown Tech	Boston	North	C-1961	John Jones	1104.73	1	110.47	77.33	1071.59	Apple Pay
T-30962	2025-06-15	SKU-515	Sony Buds	Audio	Buds	Sony	430.16	ST-101	Downtown Tech	Boston	North	C-1962	James Garcia	439.87	2	87.97	61.58	853.35	PayPal
T-30963	2025-06-15	SKU-503	Samsung Air	Laptops	Air	Samsung	206.49	ST-101	Downtown Tech	Boston	North	C-1963	Jennifer Johnson	226.45	2	45.29	31.7	439.31	Credit Card
T-30964	2025-06-15	SKU-505	Dell Buds	Audio	Buds	Dell	1820.88	ST-102	Lakeside Electronics	Chicago	Midwest	C-1964	David Smith	1790.43	1	179.04	125.33	1736.72	PayPal
T-30965	2025-06-15	SKU-508	Sony XPS	Laptops	XPS	Sony	259.54	ST-102	Lakeside Electronics	Chicago	Midwest	C-1965	James Jones	269.34	4	107.74	75.42	1045.04	Credit Card
T-30966	2025-06-15	SKU-503	Dell Galaxy	Mobile	Galaxy	Dell	748.76	ST-101	Downtown Tech	Boston	North	C-1966	Elizabeth Davis	691.29	1	69.13	48.39	670.55	Credit Card
T-30967	2025-06-15	SKU-505	Samsung iPhone	Mobile	iPhone	Samsung	1598.6	ST-101	Downtown Tech	Boston	North	C-1967	Jennifer Davis	1719.2	2	343.84	240.69	3335.25	PayPal
T-30968	2025-06-15	SKU-509	Bose Headphones	Audio	Headphones	Bose	201.34	ST-102	Lakeside Electronics	Chicago	Midwest	C-1968	Robert Jones	203.96	4	81.58	57.11	791.37	PayPal
T-30969	2025-06-15	SKU-509	Dell Pro	Laptops	Pro	Dell	592.77	ST-102	Lakeside Electronics	Chicago	Midwest	C-1969	John Johnson	575.6	3	172.68	120.88	1675.0	Apple Pay
T-30970	2025-06-15	SKU-501	Bose Headphones	Audio	Headphones	Bose	1904.36	ST-102	Lakeside Electronics	Chicago	Midwest	C-1970	Robert Brown	1846.06	3	553.82	387.67	5372.03	Debit Card
T-30971	2025-06-15	SKU-502	Bose Buds	Audio	Buds	Bose	1075.22	ST-101	Downtown Tech	Boston	North	C-1971	John Brown	1023.79	1	102.38	71.67	993.08	PayPal
T-30972	2025-06-15	SKU-518	HP Air	Laptops	Air	HP	713.68	ST-102	Lakeside Electronics	Chicago	Midwest	C-1972	Elizabeth Smith	742.41	3	222.72	155.91	2160.42	PayPal
T-30973	2025-06-15	SKU-510	HP Galaxy	Mobile	Galaxy	HP	1330.97	ST-101	Downtown Tech	Boston	North	C-1973	Robert Garcia	1241.19	5	620.6	434.42	6019.77	Credit Card
T-30974	2025-06-15	SKU-518	HP Buds	Audio	Buds	HP	1194.33	ST-102	Lakeside Electronics	Chicago	Midwest	C-1974	Michael Davis	1135.23	3	340.57	238.4	3303.52	Debit Card
T-30975	2025-06-15	SKU-509	HP Buds	Audio	Buds	HP	176.25	ST-101	Downtown Tech	Boston	North	C-1975	David Johnson	173.64	3	52.09	36.46	505.29	Apple Pay
T-30976	2025-06-15	SKU-516	Sony Pro	Laptops	Pro	Sony	416.13	ST-102	Lakeside Electronics	Chicago	Midwest	C-1976	Elizabeth Brown	385.33	3	115.6	80.92	1121.31	Credit Card
T-30977	2025-06-15	SKU-514	Dell Air	Laptops	Air	Dell	852.39	ST-102	Lakeside Electronics	Chicago	Midwest	C-1977	James Williams	917.68	3	275.3	192.71	2670.45	Credit Card
T-30978	2025-06-15	SKU-513	Samsung Pro	Laptops	Pro	Samsung	271.32	ST-101	Downtown Tech	Boston	North	C-1978	Robert Garcia	270.09	3	81.03	56.72	785.96	Apple Pay
T-30979	2025-06-15	SKU-506	Sony Buds	Audio	Buds	Sony	1834.38	ST-102	Lakeside Electronics	Chicago	Midwest	C-1979	Linda Brown	1793.13	3	537.94	376.56	5218.01	Apple Pay
T-30980	2025-06-15	SKU-519	Dell Galaxy	Mobile	Galaxy	Dell	848.32	ST-101	Downtown Tech	Boston	North	C-1980	Jennifer Davis	-99.99	5	-50.0	-35.0	-484.95	PayPal
T-30981	2025-06-15	SKU-516	Dell Galaxy	Mobile	Galaxy	Dell	1664.15	ST-102	Lakeside Electronics	Chicago	Midwest	C-1981	Mary Brown	1664.13	1	166.41	116.49	1614.21	Debit Card
T-30982	2025-06-15	SKU-512	HP Air	Laptops	Air	HP	1342.69	ST-102	Lakeside Electronics	Chicago	Midwest	C-1982	Robert Jones	1312.3	4	524.92	367.44	5091.72	Debit Card
T-30983	2025-06-15	SKU-512	HP Pro	Laptops	Pro	HP	1396.45	ST-101	Downtown Tech	Boston	North	C-1983	Linda Johnson	1448.42	1	144.84	101.39	1404.97	Apple Pay
T-30984	2025-06-15	SKU-504	Apple Air	Laptops	Air	Apple	1191.9	ST-102	Lakeside Electronics	Chicago	Midwest	C-1984	Linda Smith	1228.57	4	491.43	344.0	4766.85	Credit Card
T-30985	2025-06-15	SKU-520	Dell Galaxy	Mobile	Galaxy	Dell	320.32	ST-102	Lakeside Electronics	Chicago	Midwest	C-1985	David Garcia	333.9	5	166.95	116.87	1619.42	Credit Card
T-30986	2025-06-15	SKU-502	Samsung Galaxy	Mobile	Galaxy	Samsung	385.74	ST-102	Lakeside Electronics	Chicago	Midwest	C-1986	Elizabeth Jones	386.89	5	193.44	135.41	1876.42	Apple Pay
T-30987	2025-06-15	SKU-509	HP Air	Laptops	Air	HP	175.7	ST-102	Lakeside Electronics	Chicago	Midwest	C-1987	Linda Garcia	189.38	3	56.81	39.77	551.1	Apple Pay
T-30988	2025-06-15	SKU-500	Dell Buds	Audio	Buds	Dell	1131.22	ST-101	Downtown Tech	Boston	North	C-1988	John Garcia	1022.06	3	306.62	214.63	2974.19	Credit Card
T-30989	2025-06-15	SKU-501	Sony Air	Laptops	Air	Sony	1109.41	ST-102	Lakeside Electronics	Chicago	Midwest	C-1989	Patricia Williams	1117.17	2	223.43	156.4	2167.31	PayPal
T-30990	2025-06-15	SKU-508	Bose Galaxy	Mobile	Galaxy	Bose	756.23	ST-102	Lakeside Electronics	Chicago	Midwest	C-1990		686.75	3	206.03	144.22	1998.44	Credit Card
T-30991	2025-06-15	SKU-512	Samsung Headphones	Audio	Headphones	Samsung	1074.0	ST-101	Downtown Tech	Boston	North	C-1991	Jennifer Jones	1052.68	2	210.54	147.38	2042.2	Debit Card
T-30992	2025-06-15	SKU-513	Bose Headphones	Audio	Headphones	Bose	1933.8	ST-101	Downtown Tech	Boston	North	C-1992	Elizabeth Jones	1978.5	5	989.25	692.48	9595.73	Credit Card
T-30993	2025-06-15	SKU-506	Dell Buds	Audio	Buds	Dell	1545.37	ST-102	Lakeside Electronics	Chicago	Midwest	C-1993	John Williams	1545.85	1	154.59	108.21	1499.47	Apple Pay
T-30994	2025-06-15	SKU-508	Samsung Buds	Audio	Buds	Samsung	109.6	ST-101	Downtown Tech	Boston	North	C-1994	James Miller	104.66	4	41.86	29.3	406.08	Debit Card
T-30995	2025-06-15	SKU-500	Apple Pro	Laptops	Pro	Apple	1447.12	ST-101	Downtown Tech	Boston	North	C-1995	Mary Jones	1472.56	5	736.28	515.4	7141.92	Apple Pay
T-30996	2025-06-15	SKU-510	HP Headphones	Audio	Headphones	HP	747.13	ST-102	Lakeside Electronics	Chicago	Midwest	C-1996	Linda Williams	800.08	4	320.03	224.02	3104.31	PayPal
T-30997	2025-06-15	SKU-512	Bose Galaxy	Mobile	Galaxy	Bose	161.31	ST-101	Downtown Tech	Boston	North	C-1997	Linda Garcia	151.88	5	75.94	53.16	736.62	Debit Card
T-30998	2025-06-15	SKU-514	Dell Galaxy	Mobile	Galaxy	Dell	156.17	ST-101	Downtown Tech	Boston	North	C-1998	Elizabeth Garcia	153.53	1	15.35	10.75	148.93	Apple Pay
T-30999	2025-06-15	SKU-512	Samsung iPhone	Mobile	iPhone	Samsung	1253.53	ST-101	Downtown Tech	Boston	North	C-1999	Mary Miller	1181.15	1	118.12	82.68	1145.71	Debit Card
T-30999	2025-06-15	SKU-512	Samsung XPS	Laptops	XPS	Samsung	1145.13	ST-102	Lakeside Electronics	Chicago	Midwest	C-2000	Patricia Miller	1103.77	0	0.0	0.0	0.0	Credit Card
T-50001	2025-11-09	PROD-5028	Microsoft Keyboard Pro	Accessories	Keyboards	Microsoft	1729.38	ST-02	Digital Depot	Austin	South	CUST-2092	Robert Brown	1759.25	5	0.0	615.74	9411.99	Debit Card
T-50002	2025-04-23	PROD-5029	Apple Smartwatche Pro	Mobile	Smartwatches	Apple	2481.03	ST-08	Gateway Gear	St. Louis	Midwest	CUST-2063	Robert Williams	2549.76	3	1147.39	390.11	6892.0	PayPal
T-50003	2025-10-12	PROD-5018	Bose Laptop Pro	Computing	Laptops	Bose	839.46	ST-07	Peach State Gadgets	Atlanta	South	CUST-2068	James Miller	819.04	5	204.76	272.33	4162.77	Google Pay
T-50004	2025-01-08	PROD-5026	Apple Smartphone Pro	Mobile	Smartphones	Apple	538.85	ST-02	Digital Depot	Austin	South	CUST-2082	Mary Jones	523.66	1	52.37	32.99	504.28	Apple Pay
T-50005	2025-10-28	PROD-5035	Dell Laptop Pro	Computing	Laptops	Dell	2449.03	ST-06	Evergreen Tech	Seattle	West	CUST-2092	Robert Brown	2520.83	5	1260.41	907.5	12251.24	Apple Pay
T-50006	2025-07-28	PROD-5021	HP Headphone Pro	Audio	Headphones	HP	1118.89	ST-08	Gateway Gear	St. Louis	Midwest	CUST-2071	Linda Smith	1173.58	5	293.39	334.47	5908.98	Credit Card
T-50007	2025-10-12	PROD-5027	Microsoft Speaker Pro	Audio	Speakers	Microsoft	1346.24	ST-10	Sunshine Systems	Miami	South	CUST-2091	David Johnson	1281.26	4	512.5	322.88	4935.42	Apple Pay
T-50008	2025-11-30	PROD-5028	Microsoft Keyboard Pro	Accessories	Keyboards	Microsoft	1729.38	ST-02	Digital Depot	Austin	South	CUST-2097	John Williams	1787.24	4	1072.34	425.36	6501.98	Credit Card
T-50009	2025-03-19	PROD-5048	Microsoft Smartphone Pro	Mobile	Smartphones	Microsoft	2457.95	ST-06	Evergreen Tech	Seattle	West	CUST-2082	Mary Jones	2555.03	3	0.0	613.21	8278.3	Google Pay
T-50010	2025-09-25	PROD-5014	Logitech Smartwatche Pro	Mobile	Smartwatches	Logitech	1528.26	ST-06	Evergreen Tech	Seattle	West	CUST-2006	Patricia Miller	1593.69	2	159.37	242.24	3270.25	Google Pay
T-50011	2025-04-24	PROD-5000	Microsoft Speaker Pro	Audio	Speakers	Microsoft	2260.98	ST-03	Silicon Square	San Jose	West	CUST-2065	David Martinez	2261.37	5	565.34	859.32	11600.83	Debit Card
T-50012	2025-01-06	PROD-5016	Microsoft Smartwatche Pro	Mobile	Smartwatches	Microsoft	1215.4	ST-09	Mile High Mobile	Denver	West	CUST-2042	Linda Davis	1171.54	2	0.0	187.45	2530.53	PayPal
T-50013	2025-11-12	PROD-5046	Bose Mice Pro	Accessories	Mice	Bose	1877.63	ST-01	Tech Haven	Boston	North	CUST-2067	James Miller	1813.58	1	90.68	107.68	1830.58	Google Pay
T-50014	2025-05-18	PROD-5022	Logitech Speaker Pro	Audio	Speakers	Logitech	162.22	ST-10	Sunshine Systems	Miami	South	CUST-2083	Michael Johnson	164.97	3	24.75	32.91	503.07	PayPal
T-50015	2025-12-28	PROD-5017	Sony Keyboard Pro	Accessories	Keyboards	Sony	2320.52	ST-07	Peach State Gadgets	Atlanta	South	CUST-2004	David Martinez	2296.85	4	0.0	643.12	9830.52	Credit Card
T-50016	2025-12-22	PROD-5018	Bose Laptop Pro	Computing	Laptops	Bose	839.46	ST-09	Mile High Mobile	Denver	West	CUST-2084	Linda Garcia	801.77	5	0.0	320.71	4329.56	Credit Card
T-50017	2025-11-05	PROD-5045	Dell Smartphone Pro	Mobile	Smartphones	Dell	555.4	ST-04	Windy City Gear	Chicago	Midwest	CUST-2085	James Rodriguez	550.81	3	247.86	84.27	1488.84	PayPal
T-50018	2025-10-07	PROD-5018	Bose Laptop Pro	Computing	Laptops	Bose	839.46	ST-06	Evergreen Tech	Seattle	West	CUST-2022	Linda Brown	838.28	2	167.66	120.71	1629.61	Google Pay
